first,last,cc_num,category,category_spent,category_rewards,reward_efficiency,total_spent,total_rewards
Aaron,Stewart,4228411452607671,misc_net,16.46,32.92,2.0,2475.64,3513.48
Aaron,Stewart,4228411452607671,misc_pos,21.87,21.87,1.0,2475.64,3513.48
Aaron,Stewart,4228411452607671,shopping_net,105.53999999999999,316.62,3.0000000000000004,2475.64,3513.48
Aaron,Stewart,4228411452607671,shopping_pos,29.150000000000002,58.300000000000004,2.0,2475.64,3513.48
Adam,Keller,4917226033950,entertainment,183.25,916.25,5.0,9862.83,22843.46
Adam,Keller,4917226033950,gas_transport,645.65,2582.6,4.0,9862.83,22843.46
Adam,Keller,4917226033950,grocery_pos,2133.04,6399.12,3.0,9862.83,22843.46
Adam,Keller,4917226033950,misc_net,1035.05,2070.1,2.0,9862.83,22843.46
Adam,Keller,4917226033950,misc_pos,62.85,62.85,1.0,9862.83,22843.46
Adam,Keller,4917226033950,shopping_net,2454.44,7363.32,3.0,9862.83,22843.46
Adam,Keller,4917226033950,shopping_pos,952.2900000000001,1904.5800000000002,2.0,9862.83,22843.46
Adam,Keller,4917226033950,travel,257.44,1544.6399999999999,6.0,9862.83,22843.46
Adam,Kirk,213125815021702,entertainment,934.97,4674.85,5.0,17974.19,41287.4
Adam,Kirk,213125815021702,gas_transport,2512.05,10048.2,4.0,17974.19,41287.4
Adam,Kirk,213125815021702,grocery_pos,4471.58,13414.74,3.0,17974.19,41287.4
Adam,Kirk,213125815021702,misc_net,755.55,1511.1,2.0,17974.19,41287.4
Adam,Kirk,213125815021702,misc_pos,573.68,573.68,1.0,17974.19,41287.4
Adam,Kirk,213125815021702,shopping_net,2798.87,8396.61,3.0000000000000004,17974.19,41287.4
Adam,Kirk,213125815021702,shopping_pos,1149.3700000000001,2298.7400000000002,2.0,17974.19,41287.4
Adam,Kirk,213125815021702,travel,61.58,369.48,6.000000000000001,17974.19,41287.4
Adam,Mcdonald,3566875419572867,entertainment,1312.15,6560.75,5.0,15537.09,42469.229999999996
Adam,Mcdonald,3566875419572867,gas_transport,486.67999999999995,1946.7199999999998,4.0,15537.09,42469.229999999996
Adam,Mcdonald,3566875419572867,grocery_pos,1858.91,5576.73,2.9999999999999996,15537.09,42469.229999999996
Adam,Mcdonald,3566875419572867,misc_net,507.96000000000004,1015.9200000000001,2.0,15537.09,42469.229999999996
Adam,Mcdonald,3566875419572867,misc_pos,374.38,374.38,1.0,15537.09,42469.229999999996
Adam,Mcdonald,3566875419572867,shopping_net,1505.75,4517.25,3.0,15537.09,42469.229999999996
Adam,Mcdonald,3566875419572867,shopping_pos,1706.33,3412.66,2.0,15537.09,42469.229999999996
Adam,Mcdonald,3566875419572867,travel,3177.4700000000003,19064.82,5.999999999999999,15537.09,42469.229999999996
Adam,Riddle,4223708906367574214,entertainment,2806.65,14033.25,5.0,32597.489999999998,97074.97
Adam,Riddle,4223708906367574214,gas_transport,1283.47,5133.88,4.0,32597.489999999998,97074.97
Adam,Riddle,4223708906367574214,grocery_pos,3173.91,9521.73,3.0,32597.489999999998,97074.97
Adam,Riddle,4223708906367574214,misc_net,1274.84,2549.68,2.0,32597.489999999998,97074.97
Adam,Riddle,4223708906367574214,misc_pos,857.54,857.54,1.0,32597.489999999998,97074.97
Adam,Riddle,4223708906367574214,shopping_net,2801.55,8404.65,2.9999999999999996,32597.489999999998,97074.97
Adam,Riddle,4223708906367574214,shopping_pos,3420.6,6841.2,2.0,32597.489999999998,97074.97
Adam,Riddle,4223708906367574214,travel,8288.84,49733.04,6.0,32597.489999999998,97074.97
Adam,Santos,213156747557083,entertainment,1776.84,8884.2,5.000000000000001,27160.309999999998,55234.29
Adam,Santos,213156747557083,gas_transport,2599.93,10399.72,4.0,27160.309999999998,55234.29
Adam,Santos,213156747557083,grocery_pos,2858.2,8574.6,3.0000000000000004,27160.309999999998,55234.29
Adam,Santos,213156747557083,misc_net,393.14,786.28,2.0,27160.309999999998,55234.29
Adam,Santos,213156747557083,misc_pos,612.01,612.01,1.0,27160.309999999998,55234.29
Adam,Santos,213156747557083,shopping_net,5211.5,15634.5,3.0,27160.309999999998,55234.29
Adam,Santos,213156747557083,shopping_pos,4667.79,9335.58,2.0,27160.309999999998,55234.29
Adam,Santos,213156747557083,travel,167.9,1007.4000000000001,6.0,27160.309999999998,55234.29
Adam,Stark,6011366578560244,entertainment,1365.19,6825.95,5.0,21873.68,51255.810000000005
Adam,Stark,6011366578560244,gas_transport,2652.34,10609.36,4.0,21873.68,51255.810000000005
Adam,Stark,6011366578560244,grocery_pos,4220.8,12662.4,3.0,21873.68,51255.810000000005
Adam,Stark,6011366578560244,misc_net,762.93,1525.86,2.0,21873.68,51255.810000000005
Adam,Stark,6011366578560244,misc_pos,1049.3,1049.3,1.0,21873.68,51255.810000000005
Adam,Stark,6011366578560244,shopping_net,5528.62,16585.86,3.0,21873.68,51255.810000000005
Adam,Stark,6011366578560244,shopping_pos,841.55,1683.1,2.0,21873.68,51255.810000000005
Adam,Stark,6011366578560244,travel,52.33,313.98,6.000000000000001,21873.68,51255.810000000005
Adriana,Harvey,3565196229855512,entertainment,478.44000000000005,2392.2,4.999999999999999,11640.82,26218.3
Adriana,Harvey,3565196229855512,gas_transport,2159.04,8636.16,4.0,11640.82,26218.3
Adriana,Harvey,3565196229855512,grocery_pos,1773.12,5319.36,3.0,11640.82,26218.3
Adriana,Harvey,3565196229855512,misc_net,42.9,85.8,2.0,11640.82,26218.3
Adriana,Harvey,3565196229855512,misc_pos,688.66,688.66,1.0,11640.82,26218.3
Adriana,Harvey,3565196229855512,shopping_net,2140.4,6421.2,3.0,11640.82,26218.3
Adriana,Harvey,3565196229855512,shopping_pos,1039.05,2078.1,2.0,11640.82,26218.3
Adriana,Harvey,3565196229855512,travel,99.47,596.82,6.000000000000001,11640.82,26218.3
Alan,Colon,213178765398315,entertainment,847.36,4236.8,5.0,18526.33,31317.8
Alan,Colon,213178765398315,gas_transport,1943.68,7774.72,4.0,18526.33,31317.8
Alan,Colon,213178765398315,grocery_pos,1959.76,5879.28,3.0,18526.33,31317.8
Alan,Colon,213178765398315,misc_net,98.11,196.22,2.0,18526.33,31317.8
Alan,Colon,213178765398315,misc_pos,1709.02,1709.02,1.0,18526.33,31317.8
Alan,Colon,213178765398315,shopping_net,2030.42,6091.26,3.0,18526.33,31317.8
Alan,Colon,213178765398315,shopping_pos,2567.1400000000003,5134.280000000001,2.0,18526.33,31317.8
Alan,Colon,213178765398315,travel,49.37,296.21999999999997,6.0,18526.33,31317.8
Alan,Howard,2657850734909997,entertainment,537.02,2685.1,5.0,13105.11,23898.11
Alan,Howard,2657850734909997,gas_transport,818.11,3272.44,4.0,13105.11,23898.11
Alan,Howard,2657850734909997,grocery_pos,3471.62,10414.86,3.0000000000000004,13105.11,23898.11
Alan,Howard,2657850734909997,misc_net,456.48,912.96,2.0,13105.11,23898.11
Alan,Howard,2657850734909997,misc_pos,690.0,690.0,1.0,13105.11,23898.11
Alan,Howard,2657850734909997,shopping_net,1123.79,3371.3700000000003,3.0000000000000004,13105.11,23898.11
Alan,Howard,2657850734909997,shopping_pos,1183.02,2366.04,2.0,13105.11,23898.11
Alan,Howard,2657850734909997,travel,30.89,185.34,6.0,13105.11,23898.11
Alan,Parsons,4957924165498,entertainment,674.02,3370.1,5.0,10466.56,22519.52
Alan,Parsons,4957924165498,gas_transport,1225.06,4900.24,4.0,10466.56,22519.52
Alan,Parsons,4957924165498,grocery_pos,3005.13,9015.39,2.9999999999999996,10466.56,22519.52
Alan,Parsons,4957924165498,misc_net,458.23,916.46,2.0,10466.56,22519.52
Alan,Parsons,4957924165498,misc_pos,742.14,742.14,1.0,10466.56,22519.52
Alan,Parsons,4957924165498,shopping_net,1091.21,3273.63,3.0,10466.56,22519.52
Alan,Parsons,4957924165498,shopping_pos,79.92,159.84,2.0,10466.56,22519.52
Alan,Parsons,4957924165498,travel,23.619999999999997,141.72,6.000000000000001,10466.56,22519.52
Alan,Taylor,6523180720198790,entertainment,41.13,205.65,5.0,4603.9,6348.04
Alan,Taylor,6523180720198790,gas_transport,428.95,1715.8,4.0,4603.9,6348.04
Alan,Taylor,6523180720198790,grocery_pos,1006.46,3019.38,3.0,4603.9,6348.04
Alan,Taylor,6523180720198790,misc_net,333.0,666.0,2.0,4603.9,6348.04
Alan,Taylor,6523180720198790,misc_pos,504.54999999999995,504.54999999999995,1.0,4603.9,6348.04
Alan,Taylor,6523180720198790,shopping_net,18.98,56.94,3.0,4603.9,6348.04
Alan,Taylor,6523180720198790,shopping_pos,25.45,50.9,2.0,4603.9,6348.04
Alan,Taylor,6523180720198790,travel,21.47,128.82,6.0,4603.9,6348.04
Alex,White,4725673654161314,entertainment,346.16,1730.8000000000002,5.0,6158.46,12456.66
Alex,White,4725673654161314,gas_transport,620.3,2481.2,4.0,6158.46,12456.66
Alex,White,4725673654161314,grocery_pos,687.76,2063.28,3.0000000000000004,6158.46,12456.66
Alex,White,4725673654161314,misc_net,99.22,198.44,2.0,6158.46,12456.66
Alex,White,4725673654161314,misc_pos,479.09000000000003,479.09000000000003,1.0,6158.46,12456.66
Alex,White,4725673654161314,shopping_net,732.27,2196.81,3.0,6158.46,12456.66
Alex,White,4725673654161314,shopping_pos,1592.9199999999998,3185.8399999999997,2.0,6158.46,12456.66
Alex,White,4725673654161314,travel,20.2,121.2,6.0,6158.46,12456.66
Alice,Kemp,6506982560413523,entertainment,913.49,4567.450000000001,5.000000000000001,16483.350000000002,33218.36
Alice,Kemp,6506982560413523,gas_transport,637.65,2550.6,4.0,16483.350000000002,33218.36
Alice,Kemp,6506982560413523,grocery_pos,4172.12,12516.36,3.0,16483.350000000002,33218.36
Alice,Kemp,6506982560413523,misc_net,625.77,1251.54,2.0,16483.350000000002,33218.36
Alice,Kemp,6506982560413523,misc_pos,886.25,886.25,1.0,16483.350000000002,33218.36
Alice,Kemp,6506982560413523,shopping_net,3401.6600000000003,10204.980000000001,3.0,16483.350000000002,33218.36
Alice,Kemp,6506982560413523,shopping_pos,582.22,1164.44,2.0,16483.350000000002,33218.36
Alice,Kemp,6506982560413523,travel,12.79,76.74000000000001,6.000000000000001,16483.350000000002,33218.36
Alicia,Bishop,676281772837,entertainment,967.97,4839.85,5.0,14373.36,23908.19
Alicia,Bishop,676281772837,gas_transport,1905.88,7623.52,4.0,14373.36,23908.19
Alicia,Bishop,676281772837,grocery_pos,2773.88,8321.64,2.9999999999999996,14373.36,23908.19
Alicia,Bishop,676281772837,misc_net,107.06,214.12,2.0,14373.36,23908.19
Alicia,Bishop,676281772837,misc_pos,382.85999999999996,382.85999999999996,1.0,14373.36,23908.19
Alicia,Bishop,676281772837,shopping_net,94.17999999999999,282.53999999999996,3.0,14373.36,23908.19
Alicia,Bishop,676281772837,shopping_pos,1025.59,2051.18,2.0,14373.36,23908.19
Alicia,Bishop,676281772837,travel,32.08,192.48,6.0,14373.36,23908.19
Alicia,Hawkins,4505383113689,entertainment,312.63,1563.15,5.0,9470.380000000001,13934.869999999999
Alicia,Hawkins,4505383113689,gas_transport,1227.6399999999999,4910.5599999999995,4.0,9470.380000000001,13934.869999999999
Alicia,Hawkins,4505383113689,grocery_pos,1286.89,3860.67,3.0,9470.380000000001,13934.869999999999
Alicia,Hawkins,4505383113689,misc_net,10.97,21.94,2.0,9470.380000000001,13934.869999999999
Alicia,Hawkins,4505383113689,misc_pos,831.52,831.52,1.0,9470.380000000001,13934.869999999999
Alicia,Hawkins,4505383113689,shopping_net,382.93,1148.79,3.0,9470.380000000001,13934.869999999999
Alicia,Hawkins,4505383113689,shopping_pos,657.55,1315.1,2.0,9470.380000000001,13934.869999999999
Alicia,Hawkins,4505383113689,travel,47.19,283.14,6.0,9470.380000000001,13934.869999999999
Alicia,Miller,4158008602445,entertainment,498.92,2494.6000000000004,5.000000000000001,4180.51,8076.35
Alicia,Miller,4158008602445,gas_transport,662.47,2649.88,4.0,4180.51,8076.35
Alicia,Miller,4158008602445,grocery_pos,866.91,2600.73,3.0,4180.51,8076.35
Alicia,Miller,4158008602445,misc_net,36.32,72.64,2.0,4180.51,8076.35
Alicia,Miller,4158008602445,misc_pos,116.50999999999999,116.50999999999999,1.0,4180.51,8076.35
Alicia,Miller,4158008602445,shopping_net,25.57,76.71,2.9999999999999996,4180.51,8076.35
Alicia,Miller,4158008602445,shopping_pos,32.64,65.28,2.0,4180.51,8076.35
Alicia,Mitchell,4657269323674365,entertainment,494.38,2471.9,5.0,10899.81,20132.8
Alicia,Mitchell,4657269323674365,gas_transport,1325.69,5302.76,4.0,10899.81,20132.8
Alicia,Mitchell,4657269323674365,grocery_pos,1748.02,5244.0599999999995,2.9999999999999996,10899.81,20132.8
Alicia,Mitchell,4657269323674365,misc_net,118.85,237.7,2.0,10899.81,20132.8
Alicia,Mitchell,4657269323674365,misc_pos,374.15,374.15,1.0,10899.81,20132.8
Alicia,Mitchell,4657269323674365,shopping_net,1554.21,4662.63,3.0,10899.81,20132.8
Alicia,Mitchell,4657269323674365,shopping_pos,855.48,1710.96,2.0,10899.81,20132.8
Alicia,Mitchell,4657269323674365,travel,21.44,128.64,5.999999999999999,10899.81,20132.8
Alicia,Morales,4430881574719618,entertainment,1439.67,7198.35,5.0,17962.55,36668.26
Alicia,Morales,4430881574719618,gas_transport,2025.1299999999999,8100.5199999999995,4.0,17962.55,36668.26
Alicia,Morales,4430881574719618,grocery_pos,4234.05,12702.15,3.0,17962.55,36668.26
Alicia,Morales,4430881574719618,misc_net,630.13,1260.26,2.0,17962.55,36668.26
Alicia,Morales,4430881574719618,misc_pos,613.18,613.18,1.0,17962.55,36668.26
Alicia,Morales,4430881574719618,shopping_net,1300.8799999999999,3902.64,3.0,17962.55,36668.26
Alicia,Morales,4430881574719618,shopping_pos,1052.28,2104.56,2.0,17962.55,36668.26
Alicia,Morales,4430881574719618,travel,131.1,786.5999999999999,6.0,17962.55,36668.26
Allen,Bell,3559160581764413,entertainment,2024.7,10123.5,5.0,33214.72,95975.45999999999
Allen,Bell,3559160581764413,gas_transport,1084.92,4339.68,4.0,33214.72,95975.45999999999
Allen,Bell,3559160581764413,grocery_pos,3823.46,11470.38,2.9999999999999996,33214.72,95975.45999999999
Allen,Bell,3559160581764413,misc_net,823.08,1646.16,2.0,33214.72,95975.45999999999
Allen,Bell,3559160581764413,misc_pos,707.96,707.96,1.0,33214.72,95975.45999999999
Allen,Bell,3559160581764413,shopping_net,2188.2,6564.599999999999,3.0,33214.72,95975.45999999999
Allen,Bell,3559160581764413,shopping_pos,2728.07,5456.14,2.0,33214.72,95975.45999999999
Allen,Bell,3559160581764413,travel,9277.84,55667.04,6.0,33214.72,95975.45999999999
Allison,Allen,6011438889172900,entertainment,4084.38,20421.9,5.0,45748.89,93359.86
Allison,Allen,6011438889172900,gas_transport,1503.12,6012.48,4.0,45748.89,93359.86
Allison,Allen,6011438889172900,grocery_pos,10055.77,30167.309999999998,2.9999999999999996,45748.89,93359.86
Allison,Allen,6011438889172900,misc_net,4052.8,8105.6,2.0,45748.89,93359.86
Allison,Allen,6011438889172900,misc_pos,2427.54,2427.54,1.0,45748.89,93359.86
Allison,Allen,6011438889172900,shopping_net,5203.25,15609.75,3.0,45748.89,93359.86
Allison,Allen,6011438889172900,shopping_pos,5019.31,10038.62,2.0,45748.89,93359.86
Allison,Allen,6011438889172900,travel,96.11,576.66,6.0,45748.89,93359.86
Allison,Ayala,30044330818990,entertainment,3082.93,15414.65,5.0,34960.97,72150.21
Allison,Ayala,30044330818990,gas_transport,849.37,3397.48,4.0,34960.97,72150.21
Allison,Ayala,30044330818990,grocery_pos,8492.09,25476.27,3.0,34960.97,72150.21
Allison,Ayala,30044330818990,misc_net,1679.7800000000002,3359.5600000000004,2.0,34960.97,72150.21
Allison,Ayala,30044330818990,misc_pos,1183.27,1183.27,1.0,34960.97,72150.21
Allison,Ayala,30044330818990,shopping_net,5957.04,17871.12,3.0,34960.97,72150.21
Allison,Ayala,30044330818990,shopping_pos,2599.13,5198.26,2.0,34960.97,72150.21
Allison,Ayala,30044330818990,travel,41.6,249.60000000000002,6.0,34960.97,72150.21
Alyssa,Morgan,213161231269724,entertainment,1890.01,9450.05,5.0,21206.72,42253.829999999994
Alyssa,Morgan,213161231269724,gas_transport,1627.74,6510.96,4.0,21206.72,42253.829999999994
Alyssa,Morgan,213161231269724,grocery_pos,3070.66,9211.98,3.0,21206.72,42253.829999999994
Alyssa,Morgan,213161231269724,misc_net,102.13,204.26,2.0,21206.72,42253.829999999994
Alyssa,Morgan,213161231269724,misc_pos,1158.77,1158.77,1.0,21206.72,42253.829999999994
Alyssa,Morgan,213161231269724,shopping_net,4836.65,14509.949999999999,3.0,21206.72,42253.829999999994
Alyssa,Morgan,213161231269724,shopping_pos,478.56,957.12,2.0,21206.72,42253.829999999994
Alyssa,Morgan,213161231269724,travel,41.79,250.74,6.0,21206.72,42253.829999999994
Amanda,Adams,5289285402893489,entertainment,524.72,2623.6,5.0,3666.5299999999997,7212.58
Amanda,Adams,5289285402893489,gas_transport,803.0,3212.0,4.0,3666.5299999999997,7212.58
Amanda,Adams,5289285402893489,grocery_pos,183.8,551.4,2.9999999999999996,3666.5299999999997,7212.58
Amanda,Adams,5289285402893489,misc_net,37.64,75.28,2.0,3666.5299999999997,7212.58
Amanda,Adams,5289285402893489,misc_pos,1.15,1.15,1.0,3666.5299999999997,7212.58
Amanda,Adams,5289285402893489,shopping_net,28.41,85.23,3.0,3666.5299999999997,7212.58
Amanda,Adams,5289285402893489,shopping_pos,291.94,583.88,2.0,3666.5299999999997,7212.58
Amanda,Adams,5289285402893489,travel,13.34,80.03999999999999,5.999999999999999,3666.5299999999997,7212.58
Amanda,Alexander,3527063666782582,entertainment,234.1,1170.5,5.0,5563.66,11671.609999999999
Amanda,Alexander,3527063666782582,gas_transport,897.14,3588.56,4.0,5563.66,11671.609999999999
Amanda,Alexander,3527063666782582,grocery_pos,1438.94,4316.82,2.9999999999999996,5563.66,11671.609999999999
Amanda,Alexander,3527063666782582,misc_net,1027.55,2055.1,2.0,5563.66,11671.609999999999
Amanda,Alexander,3527063666782582,misc_pos,51.440000000000005,51.440000000000005,1.0,5563.66,11671.609999999999
Amanda,Alexander,3527063666782582,shopping_net,128.97,386.90999999999997,3.0,5563.66,11671.609999999999
Amanda,Alexander,3527063666782582,shopping_pos,20.900000000000002,41.800000000000004,2.0,5563.66,11671.609999999999
Amanda,Alexander,3527063666782582,travel,10.08,60.48,6.0,5563.66,11671.609999999999
Amanda,Fitzgerald,370612217861404,entertainment,653.64,3268.2,5.0,21508.21,38599.1
Amanda,Fitzgerald,370612217861404,gas_transport,599.12,2396.48,4.0,21508.21,38599.1
Amanda,Fitzgerald,370612217861404,grocery_pos,5603.64,16810.92,2.9999999999999996,21508.21,38599.1
Amanda,Fitzgerald,370612217861404,misc_net,1163.25,2326.5,2.0,21508.21,38599.1
Amanda,Fitzgerald,370612217861404,misc_pos,863.87,863.87,1.0,21508.21,38599.1
Amanda,Fitzgerald,370612217861404,shopping_net,2844.53,8533.59,3.0,21508.21,38599.1
Amanda,Fitzgerald,370612217861404,shopping_pos,2130.53,4261.06,2.0,21508.21,38599.1
Amanda,Fitzgerald,370612217861404,travel,23.08,138.48,6.0,21508.21,38599.1
Amanda,Gomez,4584931703207308232,entertainment,2337.29,11686.45,5.0,21701.5,45714.7
Amanda,Gomez,4584931703207308232,gas_transport,790.23,3160.92,4.0,21701.5,45714.7
Amanda,Gomez,4584931703207308232,grocery_pos,4338.19,13014.57,3.0,21701.5,45714.7
Amanda,Gomez,4584931703207308232,misc_net,1813.27,3626.54,2.0,21701.5,45714.7
Amanda,Gomez,4584931703207308232,misc_pos,370.76,370.76,1.0,21701.5,45714.7
Amanda,Gomez,4584931703207308232,shopping_net,2377.76,7133.28,2.9999999999999996,21701.5,45714.7
Amanda,Gomez,4584931703207308232,shopping_pos,3322.45,6644.9,2.0,21701.5,45714.7
Amanda,Gomez,4584931703207308232,travel,12.879999999999999,77.28,6.000000000000001,21701.5,45714.7
Amanda,Jones,3562679455732797,entertainment,191.78,958.9,5.0,14607.48,26462.239999999998
Amanda,Jones,3562679455732797,gas_transport,1439.73,5758.92,4.0,14607.48,26462.239999999998
Amanda,Jones,3562679455732797,grocery_pos,1596.47,4789.41,3.0,14607.48,26462.239999999998
Amanda,Jones,3562679455732797,misc_net,1757.91,3515.82,2.0,14607.48,26462.239999999998
Amanda,Jones,3562679455732797,misc_pos,166.70999999999998,166.70999999999998,1.0,14607.48,26462.239999999998
Amanda,Jones,3562679455732797,shopping_net,2287.46,6862.38,3.0,14607.48,26462.239999999998
Amanda,Jones,3562679455732797,shopping_pos,2085.95,4171.9,2.0,14607.48,26462.239999999998
Amanda,Jones,3562679455732797,travel,39.7,238.2,5.999999999999999,14607.48,26462.239999999998
Amanda,Molina,6592074504369261,entertainment,768.0,3840.0,5.0,9525.880000000001,19670.26
Amanda,Molina,6592074504369261,gas_transport,352.11,1408.44,4.0,9525.880000000001,19670.26
Amanda,Molina,6592074504369261,grocery_pos,2262.36,6787.08,3.0,9525.880000000001,19670.26
Amanda,Molina,6592074504369261,misc_net,97.53999999999999,195.07999999999998,2.0,9525.880000000001,19670.26
Amanda,Molina,6592074504369261,misc_pos,152.26999999999998,152.26999999999998,1.0,9525.880000000001,19670.26
Amanda,Molina,6592074504369261,shopping_net,884.47,2653.41,2.9999999999999996,9525.880000000001,19670.26
Amanda,Molina,6592074504369261,shopping_pos,2108.0099999999998,4216.0199999999995,2.0,9525.880000000001,19670.26
Amanda,Molina,6592074504369261,travel,69.66,417.96,6.0,9525.880000000001,19670.26
Amanda,Smith,30501624614310,entertainment,1857.02,9285.099999999999,4.999999999999999,23825.96,50328.71
Amanda,Smith,30501624614310,gas_transport,3084.46,12337.84,4.0,23825.96,50328.71
Amanda,Smith,30501624614310,grocery_pos,4587.16,13761.48,3.0,23825.96,50328.71
Amanda,Smith,30501624614310,misc_net,2323.95,4647.9,2.0,23825.96,50328.71
Amanda,Smith,30501624614310,misc_pos,1564.92,1564.92,1.0,23825.96,50328.71
Amanda,Smith,30501624614310,shopping_net,2631.5299999999997,7894.59,3.0000000000000004,23825.96,50328.71
Amanda,Smith,30501624614310,shopping_pos,342.45,684.9,2.0,23825.96,50328.71
Amanda,Smith,30501624614310,travel,25.33,151.98,6.0,23825.96,50328.71
Amanda,Spencer,675990301623,entertainment,1817.12,9085.6,5.000000000000001,18665.6,38004.06
Amanda,Spencer,675990301623,gas_transport,1904.91,7619.64,4.0,18665.6,38004.06
Amanda,Spencer,675990301623,grocery_pos,2713.6,8140.8,3.0,18665.6,38004.06
Amanda,Spencer,675990301623,misc_net,991.26,1982.52,2.0,18665.6,38004.06
Amanda,Spencer,675990301623,misc_pos,1186.81,1186.81,1.0,18665.6,38004.06
Amanda,Spencer,675990301623,shopping_net,174.41,523.23,3.0,18665.6,38004.06
Amanda,Spencer,675990301623,shopping_pos,2039.18,4078.36,2.0,18665.6,38004.06
Amanda,Spencer,675990301623,travel,897.85,5387.1,6.0,18665.6,38004.06
Amanda,Vance,3567527758368741,entertainment,267.87,1339.3500000000001,5.0,11684.42,20892.58
Amanda,Vance,3567527758368741,gas_transport,824.74,3298.96,4.0,11684.42,20892.58
Amanda,Vance,3567527758368741,grocery_pos,2525.46,7576.38,3.0,11684.42,20892.58
Amanda,Vance,3567527758368741,misc_net,1412.77,2825.54,2.0,11684.42,20892.58
Amanda,Vance,3567527758368741,misc_pos,738.53,738.53,1.0,11684.42,20892.58
Amanda,Vance,3567527758368741,shopping_net,768.8,2306.4,3.0000000000000004,11684.42,20892.58
Amanda,Vance,3567527758368741,shopping_pos,1305.88,2611.76,2.0,11684.42,20892.58
Amanda,Vance,3567527758368741,travel,32.61,195.66,6.0,11684.42,20892.58
Amanda,Wheeler,676248282243,entertainment,338.05,1690.25,5.0,10665.77,20058.0
Amanda,Wheeler,676248282243,gas_transport,1404.19,5616.76,4.0,10665.77,20058.0
Amanda,Wheeler,676248282243,grocery_pos,1720.72,5162.16,3.0,10665.77,20058.0
Amanda,Wheeler,676248282243,misc_net,111.29,222.58,2.0,10665.77,20058.0
Amanda,Wheeler,676248282243,misc_pos,587.82,587.82,1.0,10665.77,20058.0
Amanda,Wheeler,676248282243,shopping_net,1307.37,3922.1099999999997,3.0,10665.77,20058.0
Amanda,Wheeler,676248282243,shopping_pos,1327.09,2654.18,2.0,10665.77,20058.0
Amanda,Wheeler,676248282243,travel,33.69,202.14,6.0,10665.77,20058.0
Amanda,Williams,30135235368675,entertainment,1594.0,7970.0,5.0,23488.56,46007.21
Amanda,Williams,30135235368675,gas_transport,520.1800000000001,2080.7200000000003,4.0,23488.56,46007.21
Amanda,Williams,30135235368675,grocery_pos,6193.38,18580.14,3.0,23488.56,46007.21
Amanda,Williams,30135235368675,misc_net,633.93,1267.86,2.0,23488.56,46007.21
Amanda,Williams,30135235368675,misc_pos,1035.6,1035.6,1.0,23488.56,46007.21
Amanda,Williams,30135235368675,shopping_net,2322.89,6968.67,3.0,23488.56,46007.21
Amanda,Williams,30135235368675,shopping_pos,3706.3900000000003,7412.780000000001,2.0,23488.56,46007.21
